,title,all_ratio,genres,specs,platform,developer,positive_review,positive_review_rank
31185,Total War: WARHAMMER,"75% of the 22,589 user reviews for this game are positive.","['Action', 'Strategy']","['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop']","SteamOS,Linux,Mac,Windows,","CREATIVE ASSEMBLY, Feral Interactive (Linux), Feral Interactive (Mac)Publisher:SEGA, Feral Interactive (Linux), Feral Interactive (Mac)Franchise:Total WarRelease Date: May 24, 2016",640.0,311
38901,GRIP: Combat Racing,"90% of the 1,086 user reviews for this game are positive.","['Action', 'Indie', 'Racing']","['Single-player', 'Online Multi-Player', 'Local Multi-Player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']","Windows,","Caged Element Inc.Publisher:Wired ProductionsRelease Date: Nov 6, 2018",638.0,313
2765,Azure Striker Gunvolt,85% of the 750 user reviews for this game are positive.,"['Action', 'Indie']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']","Windows,","INTI CREATES CO., LTD.Publisher:INTI CREATES CO., LTD.Release Date: Aug 28, 2015",638.0,313
11701,,93% of the 686 user reviews for this game are positive.,,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'HTC Vive', 'Oculus Rift', 'Keyboard / Mouse', 'Seated']","Windows,",,638.0,313
7153,Darkest Dungeon®: The Crimson Court,67% of the 951 user reviews for this game are positive.,"['Indie', 'RPG', 'Strategy']","['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud']","Linux,Mac,Windows,","Red Hook StudiosPublisher:Red Hook StudiosRelease Date: Jun 19, 2017",637.0,316
2894,SAMURAI WARRIORS 4-II,78% of the 817 user reviews for this game are positive.,['Action'],"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Partial Controller Support', 'Steam Leaderboards']","Windows,","KOEI TECMO GAMES CO., LTD.Publisher:KOEI TECMO GAMES CO., LTD.Release Date: Sep 29, 2015",637.0,316
38719,Empires Mod,85% of the 747 user reviews for this game are positive.,"['Action', 'Free to Play', 'Strategy']","['Multi-player', 'Cross-Platform Multiplayer', 'Steam Cloud', 'Includes level editor', 'Includes Source SDK']","Linux,Windows,","EmpiresPublisher:EmpiresRelease Date: Jul 28, 2008",635.0,318
1425,Contraption Maker,92% of the 690 user reviews for this game are positive.,"['Casual', 'Indie', 'Simulation']","['Single-player', 'Multi-player', 'Online Multi-Player', 'Online Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Includes level editor']","Linux,Mac,Windows,","Game Dev CastlePublisher:Top MeadowRelease Date: Jul 7, 2014",635.0,318
2581,Tap Tap Infinity,74% of the 857 user reviews for this game are positive.,"['Action', 'Casual', 'Free to Play', 'Indie', 'RPG']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Leaderboards']","Mac,Windows,","Scary Bee LLCPublisher:Scary Bee LLCRelease Date: Jun 26, 2015",634.0,320
38748,Football Manager 2019,77% of the 823 user reviews for this game are positive.,"['Simulation', 'Sports']","['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards', 'Steam is learning about this game\xa0']","Mac,Windows,","Sports InteractivePublisher:SEGARelease Date: Nov 2, 2018",634.0,320
1983,VEGAS Movie Studio 13 Platinum - Steam Powered,74% of the 855 user reviews for this software are positive.,['Video Production'],,"Windows,","MAGIX Software GmbHPublisher:MAGIX Software GmbHRelease Date: Feb 5, 2015",633.0,322
31627,Twilight Struggle,85% of the 744 user reviews for this game are positive.,"['Simulation', 'Strategy']","['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'In-App Purchases', 'Stats', 'Steam Turn Notifications']","Mac,Windows,","Playdek, Inc.Publisher:Asmodee DigitalRelease Date: Apr 13, 2016",632.0,323
511,Stacking,91% of the 694 user reviews for this game are positive.,"['Adventure', 'Indie']","['Single-player', 'Partial Controller Support']","Linux,Mac,Windows,","Double Fine ProductionsPublisher:Double Fine ProductionsRelease Date: Mar 6, 2012",632.0,323
14365,The Universim,71% of the 890 user reviews for this game are positive.,"['Indie', 'Simulation', 'Strategy', 'Early Access']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam is learning about this game\xa0']","Linux,Mac,Windows,","CrytivoPublisher:CrytivoRelease Date: Aug 28, 2018",632.0,323
321,Oddworld: Stranger's Wrath HD,84% of the 752 user reviews for this game are positive.,"['Action', 'Adventure', 'Strategy']","['Single-player', 'Steam Achievements']","Windows,","Oddworld InhabitantsPublisher:Oddworld InhabitantsRelease Date: Dec 20, 2010",632.0,323
25979,The Sexy Brutale,"93% of the 1,291 user reviews for this game are positive.","['Adventure', 'Indie']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']","Windows,","Cavalier Game Studios, Tequila WorksPublisher:Tequila WorksRelease Date: Apr 11, 2017",631.0,327
31071,American Truck Simulator - Arizona,95% of the 664 user reviews for this game are positive.,"['Indie', 'Simulation']","['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Includes level editor']","Linux,Mac,Windows,","SCS SoftwarePublisher:SCS SoftwareRelease Date: Jun 6, 2016",631.0,327
15482,Guts and Glory,80% of the 787 user reviews for this game are positive.,"['Action', 'Casual', 'Indie', 'Racing']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Stats', 'Steam Leaderboards', 'Includes level editor']","SteamOS,Linux,Mac,Windows,","HakJak ProductionsPublisher:tinyBuildRelease Date: Jul 19, 2018",630.0,329
6334,64.0,90% of the 699 user reviews for this game are positive.,"['Action', 'Indie']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']","Mac,Windows,","rebel rabbitPublisher:indienova, GrabTheGamesRelease Date: Mar 16, 2017",629.0,330
35967,Lili: Child of Geos - Complete Edition,87% of the 723 user reviews for this game are positive.,"['Adventure', 'Indie', 'RPG']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Stats', 'Steam Leaderboards']","Windows,","BitMonster, Inc.Publisher:BitMonster, Inc.Release Date: May 9, 2014",629.0,330
38669,Heroes of Might &amp; Magic V: Tribes of the East,92% of the 684 user reviews for this game are positive.,['Strategy'],['Single-player'],"Windows,","NivalPublisher:UbisoftRelease Date: Oct 16, 2007",629.0,330
36581,"I Have No Mouth, and I Must Scream",88% of the 714 user reviews for this game are positive.,['Adventure'],"['Single-player', 'Steam Trading Cards']","Linux,Mac,Windows,","CyberdreamsPublisher:Nightdive StudiosRelease Date: Oct 31, 1996",628.0,333
3652,MachineCraft,75% of the 837 user reviews for this game are positive.,"['Free to Play', 'Indie', 'Simulation', 'Early Access']","['Single-player', 'Multi-player', 'Steam Workshop']","Windows,","G2CREWPublisher:G2CREWRelease Date: Mar 25, 2016",628.0,333
12067,Coloring Pixels,95% of the 660 user reviews for this game are positive.,"['Casual', 'Free to Play', 'Indie']","['Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam is learning about this game\xa0']","Mac,Windows,","ToastieLabsPublisher:ToastieLabsRelease Date: Aug 17, 2018",627.0,335
37128,Symphony,87% of the 721 user reviews for this game are positive.,"['Action', 'Casual', 'Indie']","['Single-player', 'Steam Achievements']","Linux,Mac,Windows,","Empty Clip StudiosPublisher:Empty Clip StudiosRelease Date: Aug 6, 2012",627.0,335
38852,Commander Keen,93% of the 674 user reviews for this game are positive.,['Action'],"['Single-player', 'Steam Cloud']","Windows,","id SoftwarePublisher:id SoftwareRelease Date: Dec 14, 1990",627.0,335
38101,Overlord™: Raising Hell,91% of the 689 user reviews for this game are positive.,['RPG'],"['Single-player', 'Partial Controller Support']","Linux,Mac,Windows,","Triumph Studios, Virtual ProgrammingPublisher:CodemastersRelease Date: Feb 15, 2008",627.0,335
25043,VALKYRIE DRIVE -BHIKKHUNI-,87% of the 719 user reviews for this game are positive.,['Action'],"['Single-player', 'Online Multi-Player', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']","Windows,","Meteorise, HONEY∞PARADE GAMESPublisher:MarvelousRelease Date: Jun 20, 2017",626.0,339
199,Need for Speed: Shift,"72% of the 1,220 user reviews for this game are positive.",['Racing'],"['Single-player', 'Multi-player']","Windows,","Slightly Mad StudiosPublisher:Electronic ArtsRelease Date: Sep 15, 2009",626.0,339
8333,Salty Fish Go!,91% of the 688 user reviews for this game are positive.,['Action'],"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']","Mac,Windows,","ZuoBuLaiGamePublisher:ZuoBuLaiGameRelease Date: Oct 10, 2017",626.0,339
2385,Homesick,77% of the 810 user reviews for this game are positive.,"['Adventure', 'Indie']","['Single-player', 'Steam Trading Cards', 'Partial Controller Support']","Windows,","Lucky PausePublisher:Lucky PauseRelease Date: May 28, 2015",624.0,342
20987,新流星搜劍錄,68% of the 916 user reviews for this game are positive.,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG']","['Multi-player', 'Online Multi-Player', 'MMO']","Windows,","TitansPublisher:TitansRelease Date: Dec 21, 2017",623.0,343
18518,Her Lie I Tried To Believe,81% of the 769 user reviews for this game are positive.,"['Casual', 'Free to Play', 'Indie']",['Single-player'],"Linux,Mac,Windows,","Hangover Cat PurrroductionPublisher:Hangover Cat PurrroductionRelease Date: Apr 2, 2018",623.0,343
477,The Blackwell Legacy,88% of the 708 user reviews for this game are positive.,"['Adventure', 'Indie']","['Single-player', 'Steam Achievements', 'Steam Trading Cards']","Windows,","Wadjet Eye GamesPublisher:Wadjet Eye GamesRelease Date: Jan 13, 2012",623.0,343
19078,Spellsworn,86% of the 723 user reviews for this game are positive.,"['Action', 'Free to Play', 'Indie']","['Multi-player', 'Online Multi-Player', 'Cross-Platform Multiplayer', 'Steam Trading Cards', 'In-App Purchases', 'Stats']","Linux,Windows,","Frogsong Studios ABPublisher:Frogsong Studios ABRelease Date: Mar 13, 2018",622.0,346
1315,Distant Worlds: Universe,74% of the 838 user reviews for this game are positive.,"['Simulation', 'Strategy']","['Single-player', 'Steam Achievements']","Windows,","Code ForcePublisher:Slitherine Ltd.Release Date: May 23, 2014",620.0,347
14321,The Messenger,94% of the 660 user reviews for this game are positive.,"['Action', 'Indie']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']","Windows,","SabotagePublisher:Devolver DigitalRelease Date: Aug 30, 2018",620.0,347
1314,They Breathe,87% of the 713 user reviews for this game are positive.,"['Action', 'Adventure', 'Indie']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']","Windows,","The Working PartsPublisher:The Working PartsRelease Date: May 23, 2014",620.0,347
25633,Animation Throwdown: The Quest for Cards,"68% of the 1,470 user reviews for this game are positive.","['Adventure', 'Free to Play', 'RPG', 'Strategy']","['Single-player', 'Online Multi-Player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases']","Mac,Windows,","Synapse Games, ChinzillaPublisher:KongregateRelease Date: May 5, 2017",620.0,347
28536,Screeps,88% of the 703 user reviews for this game are positive.,"['Indie', 'Massively Multiplayer', 'Strategy']","['Single-player', 'Online Multi-Player', 'MMO', 'Steam Trading Cards', 'Steam Workshop', 'Stats', 'Steam Leaderboards']","Linux,Mac,Windows,","ScreepsPublisher:ScreepsRelease Date: Nov 16, 2016",619.0,351
32935,Pathologic Classic HD,85% of the 727 user reviews for this game are positive.,"['Action', 'Adventure', 'Indie', 'RPG']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']","Windows,","Ice-Pick Lodge, General ArcadePublisher:Good Shepherd EntertainmentRelease Date: Oct 29, 2015",618.0,352
4288,,88% of the 699 user reviews for this game are positive.,,"['Single-player', 'Steam Achievements', 'HTC Vive', 'Oculus Rift', 'Windows Mixed Reality', 'Tracked Motion Controllers', 'Standing', 'Room-Scale']","Windows,",,615.0,353
36759,ORION: Prelude,"76% of the 20,002 user reviews for this game are positive.","['Action', 'Adventure', 'Indie', 'RPG']","['Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Valve Anti-Cheat enabled', 'Stats', 'Steam Leaderboards', 'Includes level editor']","Windows,","Spiral Game StudiosPublisher:DANKIERelease Date: Apr 16, 2013",615.0,353
26658,Faeria,85% of the 724 user reviews for this game are positive.,"['Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Strategy']","['Single-player', 'Multi-player', 'Online Multi-Player', 'Co-op', 'Online Co-op', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases']","Linux,Mac,Windows,","Abrakam SAPublisher:Abrakam SARelease Date: Mar 8, 2017",615.0,353
38102,Call of Duty®: Modern Warfare® 2,"89% of the 13,558 user reviews for this game are positive.",['Action'],"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Cloud', 'Valve Anti-Cheat enabled']","Mac,Windows,","Infinity Ward, Aspyr (Mac)Publisher:Activision, Aspyr (Mac)Release Date: Nov 12, 2009",613.0,356
6849,Block'hood,73% of the 839 user reviews for this game are positive.,"['Indie', 'Simulation', 'Strategy']","['Single-player', 'Steam Achievements']","Linux,Mac,Windows,","Plethora-Project LLCPublisher:Devolver DigitalRelease Date: May 10, 2017",612.0,357
3334,Darkest Dungeon®,"84% of the 37,299 user reviews for this game are positive.","['Indie', 'RPG', 'Strategy']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']","Linux,Mac,Windows,","Red Hook StudiosPublisher:Red Hook StudiosRelease Date: Jan 19, 2016",612.0,357
28201,Total War: WARHAMMER - Realm of The Wood Elves,70% of the 875 user reviews for this game are positive.,"['Action', 'Strategy']","['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop']","Linux,Mac,Windows,","CREATIVE ASSEMBLY, Feral Interactive (Linux), Feral Interactive (Mac)Publisher:SEGA, Feral Interactive (Linux), Feral Interactive (Mac)Franchise:Total WarRelease Date: Dec 8, 2016",612.0,357
10178,SAO Utils: Beta,75% of the 815 user reviews for this software are positive.,"['Utilities', 'Early Access']","['Steam Workshop', 'Steam Cloud']","Windows,","Joshua ChenPublisher:Studio GPBetaRelease Date: Mar 14, 2018",611.0,360
36726,Sanctum 2,"93% of the 6,442 user reviews for this game are positive.","['Action', 'Indie', 'Strategy']","['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']","Linux,Mac,Windows,","Coffee Stain StudiosPublisher:Coffee Stain PublishingRelease Date: May 15, 2013",608.0,361
728,Miasmata,76% of the 799 user reviews for this game are positive.,"['Action', 'Adventure', 'Indie']","['Single-player', 'Steam Achievements']","Windows,","IonFxPublisher:IonFX StudiosRelease Date: Nov 28, 2012",607.0,362
7837,X-Morph: Defense,93% of the 653 user reviews for this game are positive.,"['Action', 'Indie', 'Strategy']","['Single-player', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards', 'Includes level editor']","Windows,","EXOR StudiosPublisher:EXOR StudiosRelease Date: Aug 30, 2017",607.0,362
2330,Europe at War,88% of the 689 user reviews for this game are positive.,"['Action', 'Free to Play', 'Strategy']","['Single-player', 'Multi-player', 'Co-op', 'Steam Cloud']","Windows,","Relic Entertainment, Europe at War Development TeamPublisher:CMIRelease Date: Oct 11, 2011",606.0,364
